-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      name:  <unnamed>
       log:  /Users/echow/QSU/SEER-medicare/code/hcpcs.log
  log type:  text
 opened on:  13 Jul 2018, 12:14:18

.         tab hcpcs, sort

 HCPCS Code |      Freq.     Percent        Cum.
      86635 |         61        0.00       99.01
      87083 |         61        0.00       99.01
      93508 |         61        0.00       99.02
      95805 |         61        0.00       99.02
      A4338 |         61        0.00       99.02
      C1087 |         61        0.00       99.02
      J9001 |         61        0.00       99.02
      V2630 |         61        0.00       99.02
      Z7001 |         61        0.00       99.02
      11044 |         60        0.00       99.03
      15120 |         60        0.00       99.03
      43269 |         60        0.00       99.03
      44388 |         60        0.00       99.03
      46255 |         60        0.00       99.03
      58100 |         60        0.00       99.03
      76970 |         60        0.00       99.03
      82024 |         60        0.00       99.04
      83902 |         60        0.00       99.04
      85362 |         60        0.00       99.04
      85585 |         60        0.00       99.04
      86807 |         60        0.00       99.04
      A7000 |         60        0.00       99.04
      J1820 |         60        0.00       99.04
      11644 |         59        0.00       99.04
      29909 |         59        0.00       99.05
      36010 |         59        0.00       99.05
      45338 |         59        0.00       99.05
      67107 |         59        0.00       99.05
      85999 |         59        0.00       99.05
      99271 |         59        0.00       99.05
      A7002 |         59        0.00       99.05
      J2310 |         59        0.00       99.06
      31579 |         58        0.00       99.06
      45355 |         58        0.00       99.06
      51785 |         58        0.00       99.06
      76355 |         58        0.00       99.06
      86003 |         58        0.00       99.06
      86812 |         58        0.00       99.06
      21556 |         57        0.00       99.07
      36100 |         57        0.00       99.07
      43255 |         57        0.00       99.07
      86687 |         57        0.00       99.07
      86787 |         57        0.00       99.07
      87797 |         57        0.00       99.07
      88261 |         57        0.00       99.07
      90901 |         57        0.00       99.07
      94770 |         57        0.00       99.08
      A4914 |         57        0.00       99.08
      J1650 |         57        0.00       99.08
      Q3002 |         57        0.00       99.08
      20600 |         56        0.00       99.08
      51736 |         56        0.00       99.08
      64718 |         56        0.00       99.08
      75722 |         56        0.00       99.08
      84315 |         56        0.00       99.09
      86588 |         56        0.00       99.09
      88155 |         56        0.00       99.09
      88264 |         56        0.00       99.09
      93651 |         56        0.00       99.09
      93979 |         56        0.00       99.09
      C1145 |         56        0.00       99.09
      G0152 |         56        0.00       99.10
      J0713 |         56        0.00       99.10
      J3475 |         56        0.00       99.10
      11750 |         55        0.00       99.10
      21550 |         55        0.00       99.10
      23410 |         55        0.00       99.10
      24105 |         55        0.00       99.10
      32002 |         55        0.00       99.10
      32020 |         55        0.00       99.11
      36218 |         55        0.00       99.11
      82530 |         55        0.00       99.11
      86022 |         55        0.00       99.11
      87320 |         55        0.00       99.11
      A4207 |         55        0.00       99.11
      A4344 |         55        0.00       99.11
      A4364 |         55        0.00       99.11
      G0026 |         55        0.00       99.12
      Q0157 |         55        0.00       99.12
      12042 |         54        0.00       99.12
      28292 |         54        0.00       99.12
      45333 |         54        0.00       99.12
      64470 |         54        0.00       99.12
      76999 |         54        0.00       99.12
      77427 |         54        0.00       99.12
      78001 |         54        0.00       99.13
      78607 |         54        0.00       99.13
      85240 |         54        0.00       99.13
      85306 |         54        0.00       99.13
      86171 |         54        0.00       99.13
      87176 |         54        0.00       99.13
      87278 |         54        0.00       99.13
      88148 |         54        0.00       99.13
      97026 |         54        0.00       99.14
      99235 |         54        0.00       99.14
      A0030 |         54        0.00       99.14
      15240 |         53        0.00       99.14
      29105 |         53        0.00       99.14
      29280 |         53        0.00       99.14
      33212 |         53        0.00       99.14
      37206 |         53        0.00       99.14
      51610 |         53        0.00       99.15
      64622 |         53        0.00       99.15
      76093 |         53        0.00       99.15
      78000 |         53        0.00       99.15
      78805 |         53        0.00       99.15
      83518 |         53        0.00       99.15
      86689 |         53        0.00       99.15
      90817 |         53        0.00       99.15
      93742 |         53        0.00       99.15
      A6265 |         53        0.00       99.16
      J9040 |         53        0.00       99.16
      Q0165 |         53        0.00       99.16
      25611 |         52        0.00       99.16
      31231 |         52        0.00       99.16
      35471 |         52        0.00       99.16
      52275 |         52        0.00       99.16
      86606 |         52        0.00       99.16
      A4312 |         52        0.00       99.17
      J2996 |         52        0.00       99.17
      J8999 |         52        0.00       99.17
      29530 |         51        0.00       99.17
      49587 |         51        0.00       99.17
      66985 |         51        0.00       99.17
      70355 |         51        0.00       99.17
      72074 |         51        0.00       99.17
      78469 |         51        0.00       99.18
      84270 |         51        0.00       99.18
      85013 |         51        0.00       99.18
      86698 |         51        0.00       99.18
      A6206 |         51        0.00       99.18
      14020 |         50        0.00       99.18
      28080 |         50        0.00       99.18
      31500 |         50        0.00       99.18
      66172 |         50        0.00       99.18
      85302 |         50        0.00       99.19
      86161 |         50        0.00       99.19
      87591 |         50        0.00       99.19
      88271 |         50        0.00       99.19
      92226 |         50        0.00       99.19
      95869 |         50        0.00       99.19
      99273 |         50        0.00       99.19
      A9507 |         50        0.00       99.19
      E1406 |         50        0.00       99.19
      11423 |         49        0.00       99.20
      11622 |         49        0.00       99.20
      15000 |         49        0.00       99.20
      17110 |         49        0.00       99.20
      29126 |         49        0.00       99.20
      36860 |         49        0.00       99.20
      62282 |         49        0.00       99.20
      65730 |         49        0.00       99.20
      76066 |         49        0.00       99.21
      87390 |         49        0.00       99.21
      92597 |         49        0.00       99.21
      99401 |         49        0.00       99.21
      A6203 |         49        0.00       99.21
      31256 |         48        0.00       99.21
      66983 |         48        0.00       99.21
      76086 |         48        0.00       99.21
      84442 |         48        0.00       99.21
      86353 |         48        0.00       99.22
      88239 |         48        0.00       99.22
      93888 |         48        0.00       99.22
      A4643 |         48        0.00       99.22
      J0745 |         48        0.00       99.22
      Q0086 |         48        0.00       99.22
      15822 |         47        0.00       99.22
      43244 |         47        0.00       99.22
      67040 |         47        0.00       99.22
      74480 |         47        0.00       99.23
      78584 |         47        0.00       99.23
      90724 |         47        0.00       99.23
      90802 |         47        0.00       99.23
      96100 |         47        0.00       99.23
      J0694 |         47        0.00       99.23
      J2370 |         47        0.00       99.23
      Q3005 |         47        0.00       99.23
      11056 |         46        0.00       99.23
      11626 |         46        0.00       99.23
      43264 |         46        0.00       99.24
      74340 |         46        0.00       99.24
      78999 |         46        0.00       99.24
      89190 |         46        0.00       99.24
      93930 |         46        0.00       99.24
      96900 |         46        0.00       99.24
      97265 |         46        0.00       99.24
      C1098 |         46        0.00       99.24
      G0127 |         46        0.00       99.24
      11604 |         45        0.00       99.25
      16020 |         45        0.00       99.25
      25600 |         45        0.00       99.25
      30140 |         45        0.00       99.25
      46260 |         45        0.00       99.25
      50398 |         45        0.00       99.25
      74360 |         45        0.00       99.25
      75896 |         45        0.00       99.25
      76778 |         45        0.00       99.25
      36833 |         44        0.00       99.25
      72010 |         44        0.00       99.26
      73525 |         44        0.00       99.26
      74290 |         44        0.00       99.26
      75966 |         44        0.00       99.26
      77783 |         44        0.00       99.26
      84160 |         44        0.00       99.26
      84305 |         44        0.00       99.26
      86063 |         44        0.00       99.26
      86340 |         44        0.00       99.26
      87151 |         44        0.00       99.26
      88348 |         44        0.00       99.27
        940 |         44        0.00       99.27
      A4208 |         44        0.00       99.27
      17004 |         43        0.00       99.27
      32400 |         43        0.00       99.27
      36832 |         43        0.00       99.27
      38999 |         43        0.00       99.27
      73725 |         43        0.00       99.27
      80190 |         43        0.00       99.27
      83015 |         43        0.00       99.27
      84445 |         43        0.00       99.28
      86860 |         43        0.00       99.28
      90632 |         43        0.00       99.28
      90885 |         43        0.00       99.28
      A6404 |         43        0.00       99.28
      C1203 |         43        0.00       99.28
      11621 |         42        0.00       99.28
      11623 |         42        0.00       99.28
      15100 |         42        0.00       99.28
      29876 |         42        0.00       99.28
      31254 |         42        0.00       99.29
      49525 |         42        0.00       99.29
      62319 |         42        0.00       99.29
      67961 |         42        0.00       99.29
      70140 |         42        0.00       99.29
      86593 |         42        0.00       99.29
      86674 |         42        0.00       99.29
      93503 |         42        0.00       99.29
      95807 |         42        0.00       99.29
      C5600 |         42        0.00       99.29
      J0698 |         42        0.00       99.30
      J1561 |         42        0.00       99.30
      J2180 |         42        0.00       99.30
      11730 |         41        0.00       99.30
      13151 |         41        0.00       99.30
      25111 |         41        0.00       99.30
      30903 |         41        0.00       99.30
      72270 |         41        0.00       99.30
      86586 |         41        0.00       99.30
      86849 |         41        0.00       99.30
      96105 |         41        0.00       99.30
      A6217 |         41        0.00       99.31
      J0360 |         41        0.00       99.31
      Q9920 |         41        0.00       99.31
      00800 |         40        0.00       99.31
      11646 |         40        0.00       99.31
      12034 |         40        0.00       99.31
      29874 |         40        0.00       99.31
      29875 |         40        0.00       99.31
      46600 |         40        0.00       99.31
      64472 |         40        0.00       99.31
      64510 |         40        0.00       99.31
      68720 |         40        0.00       99.32
      75964 |         40        0.00       99.32
      82175 |         40        0.00       99.32
      87299 |         40        0.00       99.32
      J0697 |         40        0.00       99.32
      J7320 |         40        0.00       99.32
      11443 |         39        0.00       99.32
      29075 |         39        0.00       99.32
      31237 |         39        0.00       99.32
      43261 |         39        0.00       99.32
      51772 |         39        0.00       99.32
      55040 |         39        0.00       99.33
      55500 |         39        0.00       99.33
      65755 |         39        0.00       99.33
      66986 |         39        0.00       99.33
      71015 |         39        0.00       99.33
      83915 |         39        0.00       99.33
      84078 |         39        0.00       99.33
      84181 |         39        0.00       99.33
      86612 |         39        0.00       99.33
      86631 |         39        0.00       99.33
      86985 |         39        0.00       99.33
      92977 |         39        0.00       99.34
      A4404 |         39        0.00       99.34
        EPO |         39        0.00       99.34
      J0585 |         39        0.00       99.34
      11310 |         38        0.00       99.34
      13131 |         38        0.00       99.34
      17999 |         38        0.00       99.34
      27266 |         38        0.00       99.34
      35475 |         38        0.00       99.34
      43271 |         38        0.00       99.34
      64420 |         38        0.00       99.34
      78483 |         38        0.00       99.35
      82273 |         38        0.00       99.35
      82370 |         38        0.00       99.35
      84311 |         38        0.00       99.35
      86738 |         38        0.00       99.35
      86808 |         38        0.00       99.35
      92100 |         38        0.00       99.35
      94400 |         38        0.00       99.35
      A6260 |         38        0.00       99.35
      J7640 |         38        0.00       99.35
      29822 |         37        0.00       99.35
      37201 |         37        0.00       99.35
      43220 |         37        0.00       99.36
      57288 |         37        0.00       99.36
      67010 |         37        0.00       99.36
      78701 |         37        0.00       99.36
      78709 |         37        0.00       99.36
      82626 |         37        0.00       99.36
      83904 |         37        0.00       99.36
      84275 |         37        0.00       99.36
      84482 |         37        0.00       99.36
      86694 |         37        0.00       99.36
      86950 |         37        0.00       99.36
      A4310 |         37        0.00       99.37
      00400 |         36        0.00       99.37
      11600 |         36        0.00       99.37
      11900 |         36        0.00       99.37
      36550 |         36        0.00       99.37
      52317 |         36        0.00       99.37
      52338 |         36        0.00       99.37
      55860 |         36        0.00       99.37
      67840 |         36        0.00       99.37
      71130 |         36        0.00       99.37
      72147 |         36        0.00       99.37
      75662 |         36        0.00       99.37
      77327 |         36        0.00       99.38
      77411 |         36        0.00       99.38
      80154 |         36        0.00       99.38
      A4351 |         36        0.00       99.38
      J0670 |         36        0.00       99.38
      J9065 |         36        0.00       99.38
      J9130 |         36        0.00       99.38
      Q0103 |         36        0.00       99.38
      37799 |         35        0.00       99.38
      43226 |         35        0.00       99.38
      57160 |         35        0.00       99.38
      72275 |         35        0.00       99.38
      78704 |         35        0.00       99.38
      82205 |         35        0.00       99.39
      82308 |         35        0.00       99.39
      82946 |         35        0.00       99.39
      86695 |         35        0.00       99.39
      86813 |         35        0.00       99.39
      88274 |         35        0.00       99.39
      88291 |         35        0.00       99.39
      92546 |         35        0.00       99.39
      J2300 |         35        0.00       99.39
      L1830 |         35        0.00       99.39
      Q0112 |         35        0.00       99.39
      X0011 |         35        0.00       99.39
      11424 |         34        0.00       99.40
      23650 |         34        0.00       99.40
      29540 |         34        0.00       99.40
      47525 |         34        0.00       99.40
      51040 |         34        0.00       99.40
      77326 |         34        0.00       99.40
      82380 |         34        0.00       99.40
      85335 |         34        0.00       99.40
      87535 |         34        0.00       99.40
      89350 |         34        0.00       99.40
      93000 |         34        0.00       99.40
      93623 |         34        0.00       99.40
      93770 |         34        0.00       99.40
      95870 |         34        0.00       99.41
      A4628 |         34        0.00       99.41
      A4750 |         34        0.00       99.41
      J9290 |         34        0.00       99.41
      00001 |         33        0.00       99.41
      19030 |         33        0.00       99.41
      29799 |         33        0.00       99.41
      43243 |         33        0.00       99.41
      49651 |         33        0.00       99.41
      52648 |         33        0.00       99.41
      56340 |         33        0.00       99.41
      64421 |         33        0.00       99.41
      64719 |         33        0.00       99.41
      67039 |         33        0.00       99.42
      74475 |         33        0.00       99.42
      76516 |         33        0.00       99.42
      78270 |         33        0.00       99.42
      82608 |         33        0.00       99.42
      84260 |         33        0.00       99.42
      84577 |         33        0.00       99.42
      86609 |         33        0.00       99.42
      88143 |         33        0.00       99.42
      88319 |         33        0.00       99.42
      99292 |         33        0.00       99.42
      C3851 |         33        0.00       99.42
      J1670 |         33        0.00       99.42
      J9100 |         33        0.00       99.43
      Q0156 |         33        0.00       99.43
      12041 |         32        0.00       99.43
      26145 |         32        0.00       99.43
      29445 |         32        0.00       99.43
      33207 |         32        0.00       99.43
      36620 |         32        0.00       99.43
      64479 |         32        0.00       99.43
      69433 |         32        0.00       99.43
      72200 |         32        0.00       99.43
      72295 |         32        0.00       99.43
      82664 |         32        0.00       99.43
      82672 |         32        0.00       99.43
      82943 |         32        0.00       99.44
      83825 |         32        0.00       99.44
      85009 |         32        0.00       99.44
      86735 |         32        0.00       99.44
      A6234 |         32        0.00       99.44
      J0130 |         32        0.00       99.44
      21555 |         31        0.00       99.44
      26125 |         31        0.00       99.44
      26951 |         31        0.00       99.44
      31276 |         31        0.00       99.44
      31645 |         31        0.00       99.44
      42826 |         31        0.00       99.44
      44394 |         31        0.00       99.44
      45170 |         31        0.00       99.44
      45339 |         31        0.00       99.45
      54530 |         31        0.00       99.45
      64484 |         31        0.00       99.45
      71034 |         31        0.00       99.45
      78216 |         31        0.00       99.45
      82543 |         31        0.00       99.45
      82787 |         31        0.00       99.45
      84425 |         31        0.00       99.45
      86778 |         31        0.00       99.45
      87175 |         31        0.00       99.45
      92065 |         31        0.00       99.45
      A4550 |         31        0.00       99.45
      C1360 |         31        0.00       99.45
      G0062 |         31        0.00       99.45
      Z9020 |         31        0.00       99.46
      20670 |         30        0.00       99.46
      23415 |         30        0.00       99.46
      25000 |         30        0.00       99.46
      31540 |         30        0.00       99.46
      64405 |         30        0.00       99.46
      65772 |         30        0.00       99.46
      75676 |         30        0.00       99.46
      78730 |         30        0.00       99.46
      87174 |         30        0.00       99.46
      87338 |         30        0.00       99.46
      88365 |         30        0.00       99.46
      90849 |         30        0.00       99.46
      92520 |         30        0.00       99.46
      A4212 |         30        0.00       99.46
      A4346 |         30        0.00       99.47
      A4556 |         30        0.00       99.47
      A5062 |         30        0.00       99.47
      C1006 |         30        0.00       99.47
      J9200 |         30        0.00       99.47
      P9008 |         30        0.00       99.47
      00142 |         29        0.00       99.47
      11426 |         29        0.00       99.47
      14000 |         29        0.00       99.47
      20501 |         29        0.00       99.47
      33240 |         29        0.00       99.47
      49561 |         29        0.00       99.47
      64999 |         29        0.00       99.47
      70488 |         29        0.00       99.47
      73701 |         29        0.00       99.48
      75894 |         29        0.00       99.48
      76400 |         29        0.00       99.48
      77399 |         29        0.00       99.48
      82486 |         29        0.00       99.48
      82955 |         29        0.00       99.48
      83018 |         29        0.00       99.48
      83916 |         29        0.00       99.48
      90799 |         29        0.00       99.48
      90808 |         29        0.00       99.48
      92552 |         29        0.00       99.48
      A4213 |         29        0.00       99.48
      A6258 |         29        0.00       99.48
      J0630 |         29        0.00       99.48
      J1020 |         29        0.00       99.48
      J1165 |         29        0.00       99.49
      L3800 |         29        0.00       99.49
      11970 |         28        0.00       99.49
      23130 |         28        0.00       99.49
      27093 |         28        0.00       99.49
      27570 |         28        0.00       99.49
      36825 |         28        0.00       99.49
      37720 |         28        0.00       99.49
        522 |         28        0.00       99.49
      78466 |         28        0.00       99.49
      84235 |         28        0.00       99.49
      86821 |         28        0.00       99.49
      92081 |         28        0.00       99.49
      93990 |         28        0.00       99.49
      95957 |         28        0.00       99.49
      99311 |         28        0.00       99.49
      G0132 |         28        0.00       99.50
      J1160 |         28        0.00       99.50
      J2355 |         28        0.00       99.50
      J7130 |         28        0.00       99.50
      11760 |         27        0.00       99.50
      13152 |         27        0.00       99.50
      15350 |         27        0.00       99.50
      20999 |         27        0.00       99.50
      21930 |         27        0.00       99.50
      25447 |         27        0.00       99.50
      30905 |         27        0.00       99.50
      30930 |         27        0.00       99.50
      46270 |         27        0.00       99.50
      46922 |         27        0.00       99.50
      48102 |         27        0.00       99.50
      49081 |         27        0.00       99.50
      50393 |         27        0.00       99.51
      57454 |         27        0.00       99.51
      67916 |         27        0.00       99.51
      72130 |         27        0.00       99.51
      74320 |         27        0.00       99.51
      86332 |         27        0.00       99.51
      86710 |         27        0.00       99.51
      91122 |         27        0.00       99.51
      93741 |         27        0.00       99.51
      95144 |         27        0.00       99.51
      C1803 |         27        0.00       99.51
      J7643 |         27        0.00       99.51
      P9020 |         27        0.00       99.51
      Q3001 |         27        0.00       99.51
      11012 |         26        0.00       99.51
      17281 |         26        0.00       99.51
      25620 |         26        0.00       99.52
      38520 |         26        0.00       99.52
      43458 |         26        0.00       99.52
      46221 |         26        0.00       99.52
      52320 |         26        0.00       99.52
      54840 |         26        0.00       99.52
      62290 |         26        0.00       99.52
      64640 |         26        0.00       99.52
      65805 |         26        0.00       99.52
      67005 |         26        0.00       99.52
      67914 |         26        0.00       99.52
      67923 |         26        0.00       99.52
      73050 |         26        0.00       99.52
      73530 |         26        0.00       99.52
      82489 |         26        0.00       99.52
      82710 |         26        0.00       99.52
      84446 |         26        0.00       99.52
      85245 |         26        0.00       99.53
      85370 |         26        0.00       99.53
      86804 |         26        0.00       99.53
      87085 |         26        0.00       99.53
      93024 |         26        0.00       99.53
      95165 |         26        0.00       99.53
      A4618 |         26        0.00       99.53
      D9220 |         26        0.00       99.53
      J0200 |         26        0.00       99.53
      J2352 |         26        0.00       99.53
      J7618 |         26        0.00       99.53
      J7619 |         26        0.00       99.53
      J7637 |         26        0.00       99.53
      J7642 |         26        0.00       99.53
      P9612 |         26        0.00       99.53
      00740 |         25        0.00       99.53
      14041 |         25        0.00       99.54
      19140 |         25        0.00       99.54
      23700 |         25        0.00       99.54
      26455 |         25        0.00       99.54
      36248 |         25        0.00       99.54
      42440 |         25        0.00       99.54
      49565 |         25        0.00       99.54
      56351 |         25        0.00       99.54
      67921 |         25        0.00       99.54
      69200 |         25        0.00       99.54
      69990 |         25        0.00       99.54
      75600 |         25        0.00       99.54
      78725 |         25        0.00       99.54
      80152 |         25        0.00       99.54
      80200 |         25        0.00       99.54
      82525 |         25        0.00       99.54
      83897 |         25        0.00       99.54
      87109 |         25        0.00       99.54
      A0422 |         25        0.00       99.55
      A0999 |         25        0.00       99.55
      A5063 |         25        0.00       99.55
      A6252 |         25        0.00       99.55
      J1810 |         25        0.00       99.55
      J1840 |         25        0.00       99.55
      J2400 |         25        0.00       99.55
      J3250 |         25        0.00       99.55
          1 |         24        0.00       99.55
      11301 |         24        0.00       99.55
      12385 |         24        0.00       99.55
      17261 |         24        0.00       99.55
      20690 |         24        0.00       99.55
      22900 |         24        0.00       99.55
      26121 |         24        0.00       99.55
      28308 |         24        0.00       99.55
      29823 |         24        0.00       99.55
      31505 |         24        0.00       99.55
      33241 |         24        0.00       99.56
      43456 |         24        0.00       99.56
      56316 |         24        0.00       99.56
      57500 |         24        0.00       99.56
      57520 |         24        0.00       99.56
      60699 |         24        0.00       99.56
      64627 |         24        0.00       99.56
      67015 |         24        0.00       99.56
      69631 |         24        0.00       99.56
      72133 |         24        0.00       99.56
      73580 |         24        0.00       99.56
      76078 |         24        0.00       99.56
      76977 |         24        0.00       99.56
      83013 |         24        0.00       99.56
      86762 |         24        0.00       99.56
      87253 |         24        0.00       99.56
      87999 |         24        0.00       99.56
      93621 |         24        0.00       99.56
      93650 |         24        0.00       99.57
      A4301 |         24        0.00       99.57
      A4314 |         24        0.00       99.57
      A4353 |         24        0.00       99.57
      A5051 |         24        0.00       99.57
      C1061 |         24        0.00       99.57
      C1101 |         24        0.00       99.57
      C1350 |         24        0.00       99.57
      C1702 |         24        0.00       99.57
      G0005 |         24        0.00       99.57
      J0970 |         24        0.00       99.57
      10061 |         23        0.00       99.57
      17262 |         23        0.00       99.57
      17680 |         23        0.00       99.57
      20240 |         23        0.00       99.57
      26116 |         23        0.00       99.57
      28108 |         23        0.00       99.57
      28810 |         23        0.00       99.57
      29425 |         23        0.00       99.58
      30130 |         23        0.00       99.58
      35301 |         23        0.00       99.58
      43202 |         23        0.00       99.58
      43215 |         23        0.00       99.58
      52330 |         23        0.00       99.58
      54152 |         23        0.00       99.58
      56341 |         23        0.00       99.58
      56605 |         23        0.00       99.58
      62298 |         23        0.00       99.58
      66180 |         23        0.00       99.58
      67924 |         23        0.00       99.58
      72142 |         23        0.00       99.58
      78630 |         23        0.00       99.58
      82139 |         23        0.00       99.58
      82725 |         23        0.00       99.58
      83716 |         23        0.00       99.58
      83937 |         23        0.00       99.58
      84545 |         23        0.00       99.58
      86331 |         23        0.00       99.59
      86790 |         23        0.00       99.59
      87084 |         23        0.00       99.59
      90707 |         23        0.00       99.59
      93272 |         23        0.00       99.59
      93561 |         23        0.00       99.59
      94657 |         23        0.00       99.59
      94690 |         23        0.00       99.59
      95812 |         23        0.00       99.59
      95832 |         23        0.00       99.59
      A6256 |         23        0.00       99.59
      A9270 |         23        0.00       99.59
      C1030 |         23        0.00       99.59
      J2680 |         23        0.00       99.59
      J7625 |         23        0.00       99.59
      10040 |         22        0.00       99.59
      11057 |         22        0.00       99.59
      17306 |         22        0.00       99.59
      20694 |         22        0.00       99.59
      28899 |         22        0.00       99.60
      36534 |         22        0.00       99.60
        520 |         22        0.00       99.60
      52260 |         22        0.00       99.60
      60500 |         22        0.00       99.60
      63030 |         22        0.00       99.60
      64412 |         22        0.00       99.60
      65205 |         22        0.00       99.60
      66852 |         22        0.00       99.60
      67400 |         22        0.00       99.60
      73201 |         22        0.00       99.60
      76511 |         22        0.00       99.60
      76975 |         22        0.00       99.60
      77782 |         22        0.00       99.60
      83003 |         22        0.00       99.60
      84207 |         22        0.00       99.60
      86156 |         22        0.00       99.60
      86671 |         22        0.00       99.60
      88233 |         22        0.00       99.60
      88318 |         22        0.00       99.60
      90472 |         22        0.00       99.61
      92499 |         22        0.00       99.61
      92548 |         22        0.00       99.61
      95834 |         22        0.00       99.61
      A0394 |         22        0.00       99.61
      A6222 |         22        0.00       99.61
      C8504 |         22        0.00       99.61
      G0151 |         22        0.00       99.61
      J1631 |         22        0.00       99.61
      J7644 |         22        0.00       99.61
      L8610 |         22        0.00       99.61
      11624 |         21        0.00       99.61
      13121 |         21        0.00       99.61
      17310 |         21        0.00       99.61
      26418 |         21        0.00       99.61
      26536 |         21        0.00       99.61
      27328 |         21        0.00       99.61
      28290 |         21        0.00       99.61
      28820 |         21        0.00       99.61
      31641 |         21        0.00       99.61
      44392 |         21        0.00       99.62
      46080 |         21        0.00       99.62
      49550 |         21        0.00       99.62
      51705 |         21        0.00       99.62
      52318 |         21        0.00       99.62
      52640 |         21        0.00       99.62
      53852 |         21        0.00       99.62
      66250 |         21        0.00       99.62
      67950 |         21        0.00       99.62
      67966 |         21        0.00       99.62
      72255 |         21        0.00       99.62
      77781 |         21        0.00       99.62
      85660 |         21        0.00       99.62
      88230 |         21        0.00       99.62
      90701 |         21        0.00       99.62
      92995 |         21        0.00       99.62
      95004 |         21        0.00       99.62
      95925 |         21        0.00       99.62
      95926 |         21        0.00       99.62
      A4454 |         21        0.00       99.62
      G0161 |         21        0.00       99.63
      J0340 |         21        0.00       99.63
      J1442 |         21        0.00       99.63
      J9213 |         21        0.00       99.63
      L8000 |         21        0.00       99.63
      Q0111 |         21        0.00       99.63
      11620 |         20        0.00       99.63
      12053 |         20        0.00       99.63
      19020 |         20        0.00       99.63
      20103 |         20        0.00       99.63
      27265 |         20        0.00       99.63
      36415 |         20        0.00       99.63
      41899 |         20        0.00       99.63
      43750 |         20        0.00       99.63
      44389 |         20        0.00       99.63
      52647 |         20        0.00       99.63
      66850 |         20        0.00       99.63
      74251 |         20        0.00       99.63
      75825 |         20        0.00       99.63
      78267 |         20        0.00       99.63
      78496 |         20        0.00       99.63
      80150 |         20        0.00       99.63
      82376 |         20        0.00       99.64
      82382 |         20        0.00       99.64
      82438 |         20        0.00       99.64
      84144 |         20        0.00       99.64
      84600 |         20        0.00       99.64
      85244 |         20        0.00       99.64
      85612 |         20        0.00       99.64
      86023 |         20        0.00       99.64
      87272 |         20        0.00       99.64
      87497 |         20        0.00       99.64
      87517 |         20        0.00       99.64
      91065 |         20        0.00       99.64
      92060 |         20        0.00       99.64
      92230 |         20        0.00       99.64
      A4320 |         20        0.00       99.64
      A6220 |         20        0.00       99.64
      C1146 |         20        0.00       99.64
      J0110 |         20        0.00       99.64
      J0735 |         20        0.00       99.64
      J9092 |         20        0.00       99.64
      J9097 |         20        0.00       99.64
      11300 |         19        0.00       99.64
      11765 |         19        0.00       99.65
      17280 |         19        0.00       99.65
      19001 |         19        0.00       99.65
      19182 |         19        0.00       99.65
      29260 |         19        0.00       99.65
      37730 |         19        0.00       99.65
      42415 |         19        0.00       99.65
      44376 |         19        0.00       99.65
      53600 |         19        0.00       99.65
      61793 |         19        0.00       99.65
      64480 |         19        0.00       99.65
      67810 |         19        0.00       99.65
      68761 |         19        0.00       99.65
      70100 |         19        0.00       99.65
      70320 |         19        0.00       99.65
      71555 |         19        0.00       99.65
      75945 |         19        0.00       99.65
      76094 |         19        0.00       99.65
      80418 |         19        0.00       99.65
      81099 |         19        0.00       99.65
      83014 |         19        0.00       99.65
      85705 |         19        0.00       99.65
      86337 |         19        0.00       99.65
      87190 |         19        0.00       99.66
      87250 |         19        0.00       99.66
      87899 |         19        0.00       99.66
      92599 |         19        0.00       99.66
      93511 |         19        0.00       99.66
      95937 |         19        0.00       99.66
      A4253 |         19        0.00       99.66
      C1177 |         19        0.00       99.66
      G0160 |         19        0.00       99.66
      G0163 |         19        0.00       99.66
      11444 |         18        0.00       99.66
      12035 |         18        0.00       99.66
      13160 |         18        0.00       99.66
      15760 |         18        0.00       99.66
      20205 |         18        0.00       99.66
      22899 |         18        0.00       99.66
      23655 |         18        0.00       99.66
      26765 |         18        0.00       99.66
      26770 |         18        0.00       99.66
      28232 |         18        0.00       99.66
      31287 |         18        0.00       99.66
      31526 |         18        0.00       99.66
      42145 |         18        0.00       99.66
      44500 |         18        0.00       99.67
      49521 |         18        0.00       99.67
      49570 |         18        0.00       99.67
      54405 |         18        0.00       99.67
      57452 |         18        0.00       99.67
      64425 |         18        0.00       99.67
      64442 |         18        0.00       99.67
      64727 |         18        0.00       99.67
      65420 |         18        0.00       99.67
      75822 |         18        0.00       99.67
      78272 |         18        0.00       99.67
      86361 |         18        0.00       99.67
      86817 |         18        0.00       99.67
      87560 |         18        0.00       99.67
      90810 |         18        0.00       99.67
      91020 |         18        0.00       99.67
      92225 |         18        0.00       99.67
      A4311 |         18        0.00       99.67
      A4570 |         18        0.00       99.67
      A6253 |         18        0.00       99.67
      C1700 |         18        0.00       99.67
      G0177 |         18        0.00       99.67
      J1120 |         18        0.00       99.67
      11311 |         17        0.00       99.67
      14061 |         17        0.00       99.68
      15220 |         17        0.00       99.68
      15576 |         17        0.00       99.68
      26045 |         17        0.00       99.68
      26115 |         17        0.00       99.68
      27425 |         17        0.00       99.68
      28270 |         17        0.00       99.68
      28299 |         17        0.00       99.68
      28825 |         17        0.00       99.68
      31288 |         17        0.00       99.68
      31578 |         17        0.00       99.68
      33249 |         17        0.00       99.68
