-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      name:  <unnamed>
       log:  /Users/echow/QSU/SEER-medicare/code/hcpcs.log
  log type:  text
 opened on:  13 Jul 2018, 12:14:18

.         tab hcpcs, sort

 HCPCS Code |      Freq.     Percent        Cum.
      82657 |          2        0.00       99.97
      82693 |          2        0.00       99.97
      82715 |          2        0.00       99.97
      82978 |          2        0.00       99.97
      83582 |          2        0.00       99.97
      83593 |          2        0.00       99.97
      83785 |          2        0.00       99.97
      83905 |          2        0.00       99.97
      84210 |          2        0.00       99.97
      84255 |          2        0.00       99.97
      84375 |          2        0.00       99.97
      85290 |          2        0.00       99.97
      85292 |          2        0.00       99.97
      85390 |          2        0.00       99.97
      85421 |          2        0.00       99.97
      86310 |          2        0.00       99.97
      86327 |          2        0.00       99.97
      86590 |          2        0.00       99.97
      86622 |          2        0.00       99.97
      86651 |          2        0.00       99.97
      86652 |          2        0.00       99.97
      86653 |          2        0.00       99.97
      86654 |          2        0.00       99.97
      86684 |          2        0.00       99.97
      86688 |          2        0.00       99.97
      86727 |          2        0.00       99.97
      86753 |          2        0.00       99.97
      86906 |          2        0.00       99.97
      86977 |          2        0.00       99.97
      87179 |          2        0.00       99.97
      87265 |          2        0.00       99.97
      87301 |          2        0.00       99.97
      87475 |          2        0.00       99.97
      87486 |          2        0.00       99.97
      87495 |          2        0.00       99.97
      87510 |          2        0.00       99.97
      87515 |          2        0.00       99.97
      87530 |          2        0.00       99.97
      87561 |          2        0.00       99.97
      88349 |          2        0.00       99.97
      88362 |          2        0.00       99.97
      89130 |          2        0.00       99.97
      89140 |          2        0.00       99.97
      90375 |          2        0.00       99.97
      90665 |          2        0.00       99.97
      90815 |          2        0.00       99.97
      90823 |          2        0.00       99.97
      90993 |          2        0.00       99.97
      91055 |          2        0.00       99.97
      92588 |          2        0.00       99.97
      92961 |          2        0.00       99.97
      92979 |          2        0.00       99.97
      93304 |          2        0.00       99.97
      93528 |          2        0.00       99.97
      93530 |          2        0.00       99.97
      93531 |          2        0.00       99.97
      93921 |          2        0.00       99.97
      94662 |          2        0.00       99.97
      95015 |          2        0.00       99.97
      95830 |          2        0.00       99.97
      95927 |          2        0.00       99.97
      95958 |          2        0.00       99.97
      95971 |          2        0.00       99.97
      97620 |          2        0.00       99.97
      99251 |          2        0.00       99.97
      99252 |          2        0.00       99.97
      99280 |          2        0.00       99.97
      99342 |          2        0.00       99.97
      99348 |          2        0.00       99.97
      99404 |          2        0.00       99.97
      A0426 |          2        0.00       99.97
      A4335 |          2        0.00       99.97
      A4369 |          2        0.00       99.97
      A4572 |          2        0.00       99.97
      A4590 |          2        0.00       99.97
      A4620 |          2        0.00       99.97
      A4622 |          2        0.00       99.97
      A5054 |          2        0.00       99.97
      A5061 |          2        0.00       99.97
      A5081 |          2        0.00       99.97
      A5113 |          2        0.00       99.97
      A6197 |          2        0.00       99.97
      A6219 |          2        0.00       99.97
      A6221 |          2        0.00       99.97
      A6228 |          2        0.00       99.97
      A6243 |          2        0.00       99.97
      A6255 |          2        0.00       99.97
      A7011 |          2        0.00       99.97
      A7015 |          2        0.00       99.97
      B4082 |          2        0.00       99.97
      C1011 |          2        0.00       99.97
      C1019 |          2        0.00       99.97
      C1042 |          2        0.00       99.97
      C1069 |          2        0.00       99.97
      C1071 |          2        0.00       99.97
      C1088 |          2        0.00       99.97
      C1089 |          2        0.00       99.97
      C1105 |          2        0.00       99.97
      C1125 |          2        0.00       99.97
      C1176 |          2        0.00       99.97
      C1200 |          2        0.00       99.97
      C1207 |          2        0.00       99.97
      C1371 |          2        0.00       99.97
      C1375 |          2        0.00       99.97
      C1804 |          2        0.00       99.97
      C1810 |          2        0.00       99.97
      C3400 |          2        0.00       99.97
      C4300 |          2        0.00       99.97
      C8522 |          2        0.00       99.97
      C9105 |          2        0.00       99.97
      C9504 |          2        0.00       99.97
      D7240 |          2        0.00       99.97
      E0112 |          2        0.00       99.97
      E0275 |          2        0.00       99.97
      E0780 |          2        0.00       99.97
      E0782 |          2        0.00       99.97
      G0002 |          2        0.00       99.97
      G0007 |          2        0.00       99.97
      G0063 |          2        0.00       99.97
      G0120 |          2        0.00       99.97
      J0380 |          2        0.00       99.97
      J0475 |          2        0.00       99.97
      J0515 |          2        0.00       99.97
      J0710 |          2        0.00       99.97
      J1450 |          2        0.00       99.97
      J1570 |          2        0.00       99.97
      J1990 |          2        0.00       99.97
      J2322 |          2        0.00       99.97
      J2410 |          2        0.00       99.97
      J2460 |          2        0.00       99.97
      J2540 |          2        0.00       99.97
      J2690 |          2        0.00       99.97
      J3030 |          2        0.00       99.97
      J3302 |          2        0.00       99.97
      J7196 |          2        0.00       99.97
      J7660 |          2        0.00       99.97
      J7672 |          2        0.00       99.97
      J7799 |          2        0.00       99.98
      J9208 |          2        0.00       99.98
      K0223 |          2        0.00       99.98
      K0280 |          2        0.00       99.98
      L0515 |          2        0.00       99.98
      L1686 |          2        0.00       99.98
      L1970 |          2        0.00       99.98
      L2116 |          2        0.00       99.98
      L2220 |          2        0.00       99.98
      L2820 |          2        0.00       99.98
      L3030 |          2        0.00       99.98
      L3700 |          2        0.00       99.98
      L3907 |          2        0.00       99.98
      L3926 |          2        0.00       99.98
      L3928 |          2        0.00       99.98
      L3932 |          2        0.00       99.98
      L3980 |          2        0.00       99.98
      L4360 |          2        0.00       99.98
      L5450 |          2        0.00       99.98
      L8430 |          2        0.00       99.98
      L8501 |          2        0.00       99.98
      L8613 |          2        0.00       99.98
      P9012 |          2        0.00       99.98
      P9022 |          2        0.00       99.98
      P9023 |          2        0.00       99.98
      Q0172 |          2        0.00       99.98
      R0076 |          2        0.00       99.98
      S9999 |          2        0.00       99.98
      W0120 |          2        0.00       99.98
      W0224 |          2        0.00       99.98
      W0226 |          2        0.00       99.98
      W2390 |          2        0.00       99.98
      X0000 |          2        0.00       99.98
          6 |          1        0.00       99.98
      00006 |          1        0.00       99.98
       0001 |          1        0.00       99.98
      00126 |          1        0.00       99.98
      00160 |          1        0.00       99.98
      00350 |          1        0.00       99.98
      00452 |          1        0.00       99.98
      00532 |          1        0.00       99.98
      00752 |          1        0.00       99.98
      00906 |          1        0.00       99.98
      00914 |          1        0.00       99.98
      00918 |          1        0.00       99.98
      00920 |          1        0.00       99.98
      01160 |          1        0.00       99.98
      01240 |          1        0.00       99.98
      01250 |          1        0.00       99.98
      01320 |          1        0.00       99.98
      01360 |          1        0.00       99.98
      01420 |          1        0.00       99.98
      01482 |          1        0.00       99.98
      01520 |          1        0.00       99.98
      01622 |          1        0.00       99.98
      01670 |          1        0.00       99.98
      01680 |          1        0.00       99.98
      01730 |          1        0.00       99.98
      01800 |          1        0.00       99.98
      01820 |          1        0.00       99.98
      01920 |          1        0.00       99.98
      01996 |          1        0.00       99.98
       0300 |          1        0.00       99.98
      03041 |          1        0.00       99.98
      04660 |          1        0.00       99.98
        062 |          1        0.00       99.98
      11201 |          1        0.00       99.98
      11303 |          1        0.00       99.98
      11313 |          1        0.00       99.98
      11771 |          1        0.00       99.98
      11960 |          1        0.00       99.98
      12006 |          1        0.00       99.98
      13153 |          1        0.00       99.98
      13300 |          1        0.00       99.98
      15050 |          1        0.00       99.98
      15261 |          1        0.00       99.98
      15351 |          1        0.00       99.98
      15401 |          1        0.00       99.98
      15600 |          1        0.00       99.98
      15786 |          1        0.00       99.98
      15787 |          1        0.00       99.98
      15810 |          1        0.00       99.98
      15829 |          1        0.00       99.98
      15833 |          1        0.00       99.98
      15836 |          1        0.00       99.98
      15837 |          1        0.00       99.98
      15838 |          1        0.00       99.98
      15840 |          1        0.00       99.98
      15876 |          1        0.00       99.98
      15950 |          1        0.00       99.98
      16000 |          1        0.00       99.98
      17107 |          1        0.00       99.98
      17276 |          1        0.00       99.98
      17284 |          1        0.00       99.98
      17340 |          1        0.00       99.98
      19121 |          1        0.00       99.98
      19366 |          1        0.00       99.98
      19367 |          1        0.00       99.98
      20100 |          1        0.00       99.98
      20660 |          1        0.00       99.98
      20661 |          1        0.00       99.98
      20693 |          1        0.00       99.98
      20902 |          1        0.00       99.98
      20937 |          1        0.00       99.98
      20950 |          1        0.00       99.98
      20962 |          1        0.00       99.98
      20975 |          1        0.00       99.98
      21000 |          1        0.00       99.98
      21032 |          1        0.00       99.98
      21041 |          1        0.00       99.98
      21045 |          1        0.00       99.98
      21120 |          1        0.00       99.98
      21208 |          1        0.00       99.98
      21215 |          1        0.00       99.98
      21243 |          1        0.00       99.98
      21335 |          1        0.00       99.98
      21337 |          1        0.00       99.98
      21355 |          1        0.00       99.98
      21356 |          1        0.00       99.98
      21390 |          1        0.00       99.98
      21453 |          1        0.00       99.98
      21462 |          1        0.00       99.98
      21502 |          1        0.00       99.98
      21899 |          1        0.00       99.98
      22310 |          1        0.00       99.98
      22325 |          1        0.00       99.98
      22846 |          1        0.00       99.98
      23000 |          1        0.00       99.98
      23100 |          1        0.00       99.98
      23101 |          1        0.00       99.98
      23105 |          1        0.00       99.98
      23200 |          1        0.00       99.98
      23330 |          1        0.00       99.98
      23331 |          1        0.00       99.98
      23395 |          1        0.00       99.98
      23440 |          1        0.00       99.98
      23450 |          1        0.00       99.98
      23472 |          1        0.00       99.98
      23480 |          1        0.00       99.98
      23515 |          1        0.00       99.98
      23540 |          1        0.00       99.98
      23545 |          1        0.00       99.98
      23550 |          1        0.00       99.98
      23570 |          1        0.00       99.98
      23575 |          1        0.00       99.98
      23625 |          1        0.00       99.98
      23665 |          1        0.00       99.98
      23935 |          1        0.00       99.98
      24000 |          1        0.00       99.98
      24101 |          1        0.00       99.98
      24305 |          1        0.00       99.98
      24341 |          1        0.00       99.98
      24366 |          1        0.00       99.98
      24430 |          1        0.00       99.98
      24516 |          1        0.00       99.98
      24535 |          1        0.00       99.98
      24560 |          1        0.00       99.98
      24586 |          1        0.00       99.98
      24587 |          1        0.00       99.98
      24635 |          1        0.00       99.98
      24640 |          1        0.00       99.98
      24675 |          1        0.00       99.98
      24999 |          1        0.00       99.98
      25020 |          1        0.00       99.98
      25100 |          1        0.00       99.98
      25125 |          1        0.00       99.98
      25130 |          1        0.00       99.98
      25151 |          1        0.00       99.98
      25270 |          1        0.00       99.98
      25280 |          1        0.00       99.98
      25300 |          1        0.00       99.98
      25301 |          1        0.00       99.98
      25312 |          1        0.00       99.98
      25350 |          1        0.00       99.98
      25360 |          1        0.00       99.98
      25443 |          1        0.00       99.98
      25445 |          1        0.00       99.98
      25449 |          1        0.00       99.98
      25490 |          1        0.00       99.98
      25505 |          1        0.00       99.98
      25574 |          1        0.00       99.98
      25645 |          1        0.00       99.98
      25695 |          1        0.00       99.98
      25800 |          1        0.00       99.98
      25830 |          1        0.00       99.98
      25929 |          1        0.00       99.98
      26011 |          1        0.00       99.98
      26075 |          1        0.00       99.98
      26130 |          1        0.00       99.98
      26200 |          1        0.00       99.98
      26230 |          1        0.00       99.98
      26320 |          1        0.00       99.98
      26358 |          1        0.00       99.98
      26428 |          1        0.00       99.98
      26477 |          1        0.00       99.98
      26483 |          1        0.00       99.98
      26485 |          1        0.00       99.98
      26496 |          1        0.00       99.98
      26500 |          1        0.00       99.98
      26516 |          1        0.00       99.98
      26520 |          1        0.00       99.98
      26541 |          1        0.00       99.98
      26546 |          1        0.00       99.98
      26565 |          1        0.00       99.98
      26645 |          1        0.00       99.98
      26715 |          1        0.00       99.98
      26740 |          1        0.00       99.98
      26841 |          1        0.00       99.98
      26861 |          1        0.00       99.98
      26863 |          1        0.00       99.98
      26990 |          1        0.00       99.98
      26991 |          1        0.00       99.98
      27035 |          1        0.00       99.98
      27065 |          1        0.00       99.98
      27170 |          1        0.00       99.98
      27238 |          1        0.00       99.98
      27275 |          1        0.00       99.98
      27331 |          1        0.00       99.98
      27332 |          1        0.00       99.98
      27334 |          1        0.00       99.98
      27358 |          1        0.00       99.98
      27360 |          1        0.00       99.98
      27393 |          1        0.00       99.98
      27440 |          1        0.00       99.98
      27443 |          1        0.00       99.98
      27500 |          1        0.00       99.98
      27514 |          1        0.00       99.98
      27552 |          1        0.00       99.98
      27556 |          1        0.00       99.98
      27560 |          1        0.00       99.98
      27580 |          1        0.00       99.98
      27590 |          1        0.00       99.98
      27603 |          1        0.00       99.98
      27610 |          1        0.00       99.98
      27612 |          1        0.00       99.98
      27635 |          1        0.00       99.98
      27638 |          1        0.00       99.98
      27640 |          1        0.00       99.98
      27641 |          1        0.00       99.98
      27645 |          1        0.00       99.98
      27647 |          1        0.00       99.98
      27656 |          1        0.00       99.98
      27658 |          1        0.00       99.98
      27676 |          1        0.00       99.98
      27680 |          1        0.00       99.98
      27695 |          1        0.00       99.98
      27704 |          1        0.00       99.98
      27705 |          1        0.00       99.98
      27707 |          1        0.00       99.98
      27752 |          1        0.00       99.98
      27758 |          1        0.00       99.98
      27759 |          1        0.00       99.98
      27766 |          1        0.00       99.98
      27816 |          1        0.00       99.98
      27824 |          1        0.00       99.98
      27825 |          1        0.00       99.98
      27827 |          1        0.00       99.98
      27828 |          1        0.00       99.98
      27829 |          1        0.00       99.98
      27840 |          1        0.00       99.98
      27860 |          1        0.00       99.98
      27870 |          1        0.00       99.98
      28001 |          1        0.00       99.98
      28020 |          1        0.00       99.98
      28070 |          1        0.00       99.98
      28072 |          1        0.00       99.98
      28140 |          1        0.00       99.98
      28150 |          1        0.00       99.98
      28238 |          1        0.00       99.98
      28250 |          1        0.00       99.98
      28261 |          1        0.00       99.98
      28272 |          1        0.00       99.98
      28294 |          1        0.00       99.98
      28304 |          1        0.00       99.98
      28307 |          1        0.00       99.98
      28309 |          1        0.00       99.98
      28320 |          1        0.00       99.98
      28322 |          1        0.00       99.98
      28400 |          1        0.00       99.98
      28430 |          1        0.00       99.98
      28456 |          1        0.00       99.98
      28495 |          1        0.00       99.98
      28496 |          1        0.00       99.98
      28630 |          1        0.00       99.98
      28730 |          1        0.00       99.98
      28805 |          1        0.00       99.98
      29049 |          1        0.00       99.98
      29355 |          1        0.00       99.98
      29358 |          1        0.00       99.98
       2962 |          1        0.00       99.98
      29710 |          1        0.00       99.98
      29720 |          1        0.00       99.98
      29830 |          1        0.00       99.98
      29837 |          1        0.00       99.98
      29838 |          1        0.00       99.98
      29840 |          1        0.00       99.98
      29885 |          1        0.00       99.98
      29887 |          1        0.00       99.98
      29889 |          1        0.00       99.98
      29891 |          1        0.00       99.98
      29894 |          1        0.00       99.98
      29895 |          1        0.00       99.98
      29897 |          1        0.00       99.98
       3000 |          1        0.00       99.98
      30000 |          1        0.00       99.98
      30016 |          1        0.00       99.98
      30125 |          1        0.00       99.98
      30150 |          1        0.00       99.98
      30410 |          1        0.00       99.98
      30435 |          1        0.00       99.98
      30450 |          1        0.00       99.98
      30600 |          1        0.00       99.98
      30620 |          1        0.00       99.98
      30920 |          1        0.00       99.98
      31000 |          1        0.00       99.98
      31050 |          1        0.00       99.98
      31225 |          1        0.00       99.98
      31511 |          1        0.00       99.98
      31560 |          1        0.00       99.98
      31561 |          1        0.00       99.98
      31600 |          1        0.00       99.98
      31603 |          1        0.00       99.98
      31630 |          1        0.00       99.98
      31697 |          1        0.00       99.98
      31750 |          1        0.00       99.98
      31755 |          1        0.00       99.98
      31800 |          1        0.00       99.98
      31820 |          1        0.00       99.98
        320 |          1        0.00       99.98
      32005 |          1        0.00       99.98
      32663 |          1        0.00       99.98
      33011 |          1        0.00       99.98
      33218 |          1        0.00       99.98
      33282 |          1        0.00       99.98
      33420 |          1        0.00       99.98
      33430 |          1        0.00       99.98
      33534 |          1        0.00       99.98
      33535 |          1        0.00       99.98
      33960 |          1        0.00       99.98
      33975 |          1        0.00       99.98
      34490 |          1        0.00       99.98
      34510 |          1        0.00       99.98
      35011 |          1        0.00       99.98
      35103 |          1        0.00       99.98
      35131 |          1        0.00       99.98
      35201 |          1        0.00       99.98
      35236 |          1        0.00       99.98
      35266 |          1        0.00       99.98
      35371 |          1        0.00       99.98
      35390 |          1        0.00       99.98
      35400 |          1        0.00       99.98
      35494 |          1        0.00       99.98
      35495 |          1        0.00       99.98
      35656 |          1        0.00       99.98
      35700 |          1        0.00       99.98
      35860 |          1        0.00       99.98
      35903 |          1        0.00       99.98
      36400 |          1        0.00       99.98
      36450 |          1        0.00       99.98
      36455 |          1        0.00       99.98
      36531 |          1        0.00       99.98
      36625 |          1        0.00       99.98
      37035 |          1        0.00       99.98
      37200 |          1        0.00       99.98
      37615 |          1        0.00       99.98
      37616 |          1        0.00       99.98
      37617 |          1        0.00       99.98
      37618 |          1        0.00       99.98
      38101 |          1        0.00       99.98
      38241 |          1        0.00       99.98
      38555 |          1        0.00       99.98
      38589 |          1        0.00       99.98
      38765 |          1        0.00       99.98
      39180 |          1        0.00       99.98
      39499 |          1        0.00       99.98
      39502 |          1        0.00       99.98
      40650 |          1        0.00       99.98
      40800 |          1        0.00       99.98
      40804 |          1        0.00       99.98
      40819 |          1        0.00       99.98
      40820 |          1        0.00       99.98
      40831 |          1        0.00       99.98
      40842 |          1        0.00       99.98
      41000 |          1        0.00       99.98
      41007 |          1        0.00       99.98
      41008 |          1        0.00       99.98
      41599 |          1        0.00       99.98
      41825 |          1        0.00       99.98
      41827 |          1        0.00       99.98
      41828 |          1        0.00       99.98
      41872 |          1        0.00       99.98
      42000 |          1        0.00       99.98
      42140 |          1        0.00       99.98
      42340 |          1        0.00       99.98
      42426 |          1        0.00       99.98
      42650 |          1        0.00       99.98
      42802 |          1        0.00       99.98
      42809 |          1        0.00       99.98
      42842 |          1        0.00       99.98
      42870 |          1        0.00       99.98
      42890 |          1        0.00       99.98
      42900 |          1        0.00       99.99
      42950 |          1        0.00       99.99
      42960 |          1        0.00       99.99
      42970 |          1        0.00       99.99
      43020 |          1        0.00       99.99
      43030 |          1        0.00       99.99
      43305 |          1        0.00       99.99
      43340 |          1        0.00       99.99
      43600 |          1        0.00       99.99
      43610 |          1        0.00       99.99
      43620 |          1        0.00       99.99
      43653 |          1        0.00       99.99
      43659 |          1        0.00       99.99
      43810 |          1        0.00       99.99
      44015 |          1        0.00       99.99
      44110 |          1        0.00       99.99
      44140 |          1        0.00       99.99
      44345 |          1        0.00       99.99
      44364 |          1        0.00       99.99
      44372 |          1        0.00       99.99
      44378 |          1        0.00       99.99
      44386 |          1        0.00       99.99
      44604 |          1        0.00       99.99
      45005 |          1        0.00       99.99
      45020 |          1        0.00       99.99
      45116 |          1        0.00       99.99
      45307 |          1        0.00       99.99
      45315 |          1        0.00       99.99
      45500 |          1        0.00       99.99
      45505 |          1        0.00       99.99
      45910 |          1        0.00       99.99
      46050 |          1        0.00       99.99
      46060 |          1        0.00       99.99
      46210 |          1        0.00       99.99
      46288 |          1        0.00       99.99
      46608 |          1        0.00       99.99
      46611 |          1        0.00       99.99
      46750 |          1        0.00       99.99
      46900 |          1        0.00       99.99
      46935 |          1        0.00       99.99
      47011 |          1        0.00       99.99
      47460 |          1        0.00       99.99
      47553 |          1        0.00       99.99
      47554 |          1        0.00       99.99
      47620 |          1        0.00       99.99
      47700 |          1        0.00       99.99
      48148 |          1        0.00       99.99
      49085 |          1        0.00       99.99
      49201 |          1        0.00       99.99
      49495 |          1        0.00       99.99
      49500 |          1        0.00       99.99
      49582 |          1        0.00       99.99
      49900 |          1        0.00       99.99
      50021 |          1        0.00       99.99
      50081 |          1        0.00       99.99
      50120 |          1        0.00       99.99
      50551 |          1        0.00       99.99
      50572 |          1        0.00       99.99
      50580 |          1        0.00       99.99
      50610 |          1        0.00       99.99
      50715 |          1        0.00       99.99
      50955 |          1        0.00       99.99
      50970 |          1        0.00       99.99
      50972 |          1        0.00       99.99
      51000 |          1        0.00       99.99
      51030 |          1        0.00       99.99
      51800 |          1        0.00       99.99
      51841 |          1        0.00       99.99
      52285 |          1        0.00       99.99
      53000 |          1        0.00       99.99
      53040 |          1        0.00       99.99
      53200 |          1        0.00       99.99
      53215 |          1        0.00       99.99
      53220 |          1        0.00       99.99
      53230 |          1        0.00       99.99
      53260 |          1        0.00       99.99
      53510 |          1        0.00       99.99
      53515 |          1        0.00       99.99
      53520 |          1        0.00       99.99
      53665 |          1        0.00       99.99
      54015 |          1        0.00       99.99
      54065 |          1        0.00       99.99
      54105 |          1        0.00       99.99
      54110 |          1        0.00       99.99
      54220 |          1        0.00       99.99
      54640 |          1        0.00       99.99
      54670 |          1        0.00       99.99
        550 |          1        0.00       99.99
      55100 |          1        0.00       99.99
      55200 |          1        0.00       99.99
      55845 |          1        0.00       99.99
      56306 |          1        0.00       99.99
      56309 |          1        0.00       99.99
      56311 |          1        0.00       99.99
      56354 |          1        0.00       99.99
      56356 |          1        0.00       99.99
      56370 |          1        0.00       99.99
      56405 |          1        0.00       99.99
      56440 |          1        0.00       99.99
      56700 |          1        0.00       99.99
      57000 |          1        0.00       99.99
      57105 |          1        0.00       99.99
      57106 |          1        0.00       99.99
      57120 |          1        0.00       99.99
      57270 |          1        0.00       99.99
      57282 |          1        0.00       99.99
      57284 |          1        0.00       99.99
      57511 |          1        0.00       99.99
      57513 |          1        0.00       99.99
      57720 |          1        0.00       99.99
      57820 |          1        0.00       99.99
      58263 |          1        0.00       99.99
      58301 |          1        0.00       99.99
      58559 |          1        0.00       99.99
      58578 |          1        0.00       99.99
      58720 |          1        0.00       99.99
      58823 |          1        0.00       99.99
      58925 |          1        0.00       99.99
      59025 |          1        0.00       99.99
      59151 |          1        0.00       99.99
      59812 |          1        0.00       99.99
      60252 |          1        0.00       99.99
      61026 |          1        0.00       99.99
      61332 |          1        0.00       99.99
      61333 |          1        0.00       99.99
      61595 |          1        0.00       99.99
      61750 |          1        0.00       99.99
      61885 |          1        0.00       99.99
      62223 |          1        0.00       99.99
      62258 |          1        0.00       99.99
      62269 |          1        0.00       99.99
      62279 |          1        0.00       99.99
      62291 |          1        0.00       99.99
      62292 |          1        0.00       99.99
      62365 |          1        0.00       99.99
      63020 |          1        0.00       99.99
      63055 |          1        0.00       99.99
      63056 |          1        0.00       99.99
      63081 |          1        0.00       99.99
      63082 |          1        0.00       99.99
      63600 |          1        0.00       99.99
      63655 |          1        0.00       99.99
      63660 |          1        0.00       99.99
      64430 |          1        0.00       99.99
      64435 |          1        0.00       99.99
      64595 |          1        0.00       99.99
      64702 |          1        0.00       99.99
      64732 |          1        0.00       99.99
      64760 |          1        0.00       99.99
      64771 |          1        0.00       99.99
      64772 |          1        0.00       99.99
      64774 |          1        0.00       99.99
      64783 |          1        0.00       99.99
      64784 |          1        0.00       99.99
      64786 |          1        0.00       99.99
      64787 |          1        0.00       99.99
      64837 |          1        0.00       99.99
      64872 |          1        0.00       99.99
      64892 |          1        0.00       99.99
      65101 |          1        0.00       99.99
      65103 |          1        0.00       99.99
      65175 |          1        0.00       99.99
      65265 |          1        0.00       99.99
      65285 |          1        0.00       99.99
      65286 |          1        0.00       99.99
      65290 |          1        0.00       99.99
      65430 |          1        0.00       99.99
      65775 |          1        0.00       99.99
      65800 |          1        0.00       99.99
      65860 |          1        0.00       99.99
      66025 |          1        0.00       99.99
      66130 |          1        0.00       99.99
      66165 |          1        0.00       99.99
      66220 |          1        0.00       99.99
      66505 |          1        0.00       99.99
      66635 |          1        0.00       99.99
      66720 |          1        0.00       99.99
      66770 |          1        0.00       99.99
      67027 |          1        0.00       99.99
      67250 |          1        0.00       99.99
      67316 |          1        0.00       99.99
      67334 |          1        0.00       99.99
      67399 |          1        0.00       99.99
      67405 |          1        0.00       99.99
      67414 |          1        0.00       99.99
      67445 |          1        0.00       99.99
      67450 |          1        0.00       99.99
      67570 |          1        0.00       99.99
      67805 |          1        0.00       99.99
      67830 |          1        0.00       99.99
      67882 |          1        0.00       99.99
      67902 |          1        0.00       99.99
      67906 |          1        0.00       99.99
      67915 |          1        0.00       99.99
      68330 |          1        0.00       99.99
      68400 |          1        0.00       99.99
      68500 |          1        0.00       99.99
      68505 |          1        0.00       99.99
      68510 |          1        0.00       99.99
      68520 |          1        0.00       99.99
      68525 |          1        0.00       99.99
      68750 |          1        0.00       99.99
      69005 |          1        0.00       99.99
      69020 |          1        0.00       99.99
      69120 |          1        0.00       99.99
      69140 |          1        0.00       99.99
      69205 |          1        0.00       99.99
      69222 |          1        0.00       99.99
      69399 |          1        0.00       99.99
      69420 |          1        0.00       99.99
      69505 |          1        0.00       99.99
      69635 |          1        0.00       99.99
      69644 |          1        0.00       99.99
      69650 |          1        0.00       99.99
      69666 |          1        0.00       99.99
      69720 |          1        0.00       99.99
      69745 |          1        0.00       99.99
      69806 |          1        0.00       99.99
      70300 |          1        0.00       99.99
      70380 |          1        0.00       99.99
      71000 |          1        0.00       99.99
      73085 |          1        0.00       99.99
      73225 |          1        0.00       99.99
      74260 |          1        0.00       99.99
      74283 |          1        0.00       99.99
      74470 |          1        0.00       99.99
      74710 |          1        0.00       99.99
      74775 |          1        0.00       99.99
      75807 |          1        0.00       99.99
      75810 |          1        0.00       99.99
      75833 |          1        0.00       99.99
      75870 |          1        0.00       99.99
      75980 |          1        0.00       99.99
      76006 |          1        0.00       99.99
      76010 |          1        0.00       99.99
      76102 |          1        0.00       99.99
      76529 |          1        0.00       99.99
      76818 |          1        0.00       99.99
      76946 |          1        0.00       99.99
      76948 |          1        0.00       99.99
      76991 |          1        0.00       99.99
      77263 |          1        0.00       99.99
      77380 |          1        0.00       99.99
      77432 |          1        0.00       99.99
      78075 |          1        0.00       99.99
      78104 |          1        0.00       99.99
      78231 |          1        0.00       99.99
      78232 |          1        0.00       99.99
      78258 |          1        0.00       99.99
      78435 |          1        0.00       99.99
      78456 |          1        0.00       99.99
      78599 |          1        0.00       99.99
      78600 |          1        0.00       99.99
      78606 |          1        0.00       99.99
      78650 |          1        0.00       99.99
      78660 |          1        0.00       99.99
      78726 |          1        0.00       99.99
      78810 |          1        0.00       99.99
      80004 |          1        0.00       99.99
      80005 |          1        0.00       99.99
       8004 |          1        0.00       99.99
      80055 |          1        0.00       99.99
      80103 |          1        0.00       99.99
      82007 |          1        0.00       99.99
      82025 |          1        0.00       99.99
      82130 |          1        0.00       99.99
      82135 |          1        0.00       99.99
      82163 |          1        0.00       99.99
      82239 |          1        0.00       99.99
      82441 |          1        0.00       99.99
      82541 |          1        0.00       99.99
      82600 |          1        0.00       99.99
      82638 |          1        0.00       99.99
      82643 |          1        0.00       99.99
      82726 |          1        0.00       99.99
      82742 |          1        0.00       99.99
      82757 |          1        0.00       99.99
      82804 |          1        0.00       99.99
      82926 |          1        0.00       99.99
      82965 |          1        0.00       99.99
      83026 |          1        0.00       99.99
      83033 |          1        0.00       99.99
      83055 |          1        0.00       99.99
      831 7 |          1        0.00       99.99
      83305 |          1        0.00       99.99
      83634 |          1        0.00       99.99
      83670 |          1        0.00       99.99
      83727 |          1        0.00       99.99
      83906 |          1        0.00       99.99
      83919 |          1        0.00       99.99
      84110 |          1        0.00       99.99
      84135 |          1        0.00       99.99
      84143 |          1        0.00       99.99
      84152 |          1        0.00       99.99
      84220 |          1        0.00       99.99
      84392 |          1        0.00       99.99
      84420 |          1        0.00       99.99
      84430 |          1        0.00       99.99
      84589 |          1        0.00       99.99
      85055 |          1        0.00       99.99
      85261 |          1        0.00       99.99
      85293 |          1        0.00       99.99
      85360 |          1        0.00       99.99
      85366 |          1        0.00       99.99
      85410 |          1        0.00       99.99
      85555 |          1        0.00       99.99
      85580 |          1        0.00       99.99
      85675 |          1        0.00       99.99
      86078 |          1        0.00       99.99
      86277 |          1        0.00       99.99
      86287 |          1        0.00       99.99
      86289 |          1        0.00       99.99
      86297 |          1        0.00       99.99
      86299 |          1        0.00       99.99
      86300 |          1        0.00       99.99
      86302 |          1        0.00       99.99
      86303 |          1        0.00       99.99
      86309 |          1        0.00       99.99
      86311 |          1        0.00       99.99
      86313 |          1        0.00       99.99
      86344 |          1        0.00       99.99
      86602 |          1        0.00       99.99
